Date,Hour Ending,Total Load
01/28/2023,7,12685.88
01/28/2023,8,13270.11
01/28/2023,9,13309.95
01/28/2023,10,12810.7
01/28/2023,11,12264.39
01/28/2023,12,11793.48
01/28/2023,13,11475.11
01/28/2023,14,11358.69
01/28/2023,15,11945.44
01/28/2023,16,12743.24
01/28/2023,17,13567.44
01/28/2023,18,14536.78
01/28/2023,19,14505.5
01/28/2023,20,14122.1
01/28/2023,21,13691.24
01/28/2023,22,13111.42
01/28/2023,23,12397.76
01/28/2023,24,11726.02
01/29/2023,1,11260.9
01/29/2023,2,11164.06
01/29/2023,3,11014.85
01/29/2023,4,10952.08
01/29/2023,5,11040.27
01/29/2023,6,11061.46
01/29/2023,7,11598.26
01/29/2023,8,12115.41
01/29/2023,9,12322.32
01/29/2023,10,12203.82
01/29/2023,11,12292.06
01/29/2023,12,12928.52
01/29/2023,13,13133.69
01/29/2023,14,13305.36
01/29/2023,15,13520.9
01/29/2023,16,13804.99
01/29/2023,17,14298.39
01/29/2023,18,15053.13
01/29/2023,19,14908.02
01/29/2023,20,14367.56
01/29/2023,21,13778.21
01/29/2023,22,13018.55
01/29/2023,23,12317.68
01/29/2023,24,11484.03
01/30/2023,1,11464.96
01/30/2023,2,11569.34
01/30/2023,3,11384.77
01/30/2023,4,11127.87
01/30/2023,5,11147.57
01/30/2023,6,11905.74
01/30/2023,7,13444.27
01/30/2023,8,14382.99
01/30/2023,9,14340.63
01/30/2023,10,13874.87
01/30/2023,11,13007.85
01/30/2023,12,12781.16
01/30/2023,13,12947.67
01/30/2023,14,12622.64
01/30/2023,15,12690.22
01/30/2023,16,13297.87
01/30/2023,17,14411.36
01/30/2023,18,15575.56
01/30/2023,19,15662.01
01/30/2023,20,15191.92
01/30/2023,21,14541.6
01/30/2023,22,13683.33
01/30/2023,23,12713.99
01/30/2023,24,12090.95
01/31/2023,1,12119.55
01/31/2023,2,12079.15
01/31/2023,3,11955.14
01/31/2023,4,12029.28
01/31/2023,5,12191.27
01/31/2023,6,12317.15
01/31/2023,7,13765.69
01/31/2023,8,14838.38
01/31/2023,9,15169.17
01/31/2023,10,15004.83
01/31/2023,11,14481.65
01/31/2023,12,14003.14
01/31/2023,13,13403.73
01/31/2023,14,13346.96
01/31/2023,15,13386.53
01/31/2023,16,14190.68
01/31/2023,17,15397.16
01/31/2023,18,16562.68
01/31/2023,19,16732.37
01/31/2023,20,16479.7
01/31/2023,21,15922.22
01/31/2023,22,15142.25
01/31/2023,23,14103.52
01/31/2023,24,13250.44
02/01/2023,1,13259.45
02/01/2023,2,13422.96
02/01/2023,3,13383.27
02/01/2023,4,13428.26
02/01/2023,5,13778.83
02/01/2023,6,13907.79
02/01/2023,7,15234.3
02/01/2023,8,16169.44
02/01/2023,9,15502.42
02/01/2023,10,14150.39
02/01/2023,11,13177.0
02/01/2023,12,13238.49
02/01/2023,13,13344.39
02/01/2023,14,13338.94
02/01/2023,15,13234.98
02/01/2023,16,14093.52
02/01/2023,17,15649.95
02/01/2023,18,16916.61
02/01/2023,19,17110.35
02/01/2023,20,16821.66
02/01/2023,21,16284.43
02/01/2023,22,15448.74
02/01/2023,23,14434.81
02/01/2023,24,13561.09
02/02/2023,1,13510.44
02/02/2023,2,13352.75
02/02/2023,3,13232.34
02/02/2023,4,13269.25
02/02/2023,5,13644.8
02/02/2023,6,14203.84
02/02/2023,7,15457.88
02/02/2023,8,16289.34
02/02/2023,9,15670.56
02/02/2023,10,14606.39
02/02/2023,11,13875.57
02/02/2023,12,13756.9
02/02/2023,13,13348.57
02/02/2023,14,13290.22
02/02/2023,15,13299.16
02/02/2023,16,14077.08
02/02/2023,17,15583.81
02/02/2023,18,16813.19
02/02/2023,19,16964.11
02/02/2023,20,16610.27
02/02/2023,21,16012.96
02/02/2023,22,15214.44
02/02/2023,23,14305.94
02/02/2023,24,13507.43
02/03/2023,1,13497.01
02/03/2023,2,13224.91
02/03/2023,3,13055.84
02/03/2023,4,13083.35
02/03/2023,5,12961.42
02/03/2023,6,13429.85
02/03/2023,7,15057.53
02/03/2023,8,16050.94
02/03/2023,9,15520.54
02/03/2023,10,14525.26
02/03/2023,11,13941.58
02/03/2023,12,13748.19
02/03/2023,13,13742.51
02/03/2023,14,14039.06
02/03/2023,15,14749.9
02/03/2023,16,16209.42
02/03/2023,17,17983.98
02/03/2023,18,19266.69
02/03/2023,19,19487.15
02/03/2023,20,19252.42
02/03/2023,21,18966.55
02/03/2023,22,18842.93
02/03/2023,23,18123.34
02/03/2023,24,17453.38
02/04/2023,1,16998.28
02/04/2023,2,16402.39
02/04/2023,3,16296.77
02/04/2023,4,16272.71
02/04/2023,5,16432.93
02/04/2023,6,16782.73
02/04/2023,7,17415.18
02/04/2023,8,17975.74
02/04/2023,9,17713.9
02/04/2023,10,16986.8
02/04/2023,11,16474.53
02/04/2023,12,16078.87
02/04/2023,13,16109.89
02/04/2023,14,16177.03
02/04/2023,15,16898.11
02/04/2023,16,17978.09
02/04/2023,17,18638.97
02/04/2023,18,19287.44
02/04/2023,19,19092.49
02/04/2023,20,18592.94
02/04/2023,21,18037.47
02/04/2023,22,17282.65
02/04/2023,23,16390.32
02/04/2023,24,15532.63
02/05/2023,1,14845.61
02/05/2023,2,14357.95
02/05/2023,3,14054.12
02/05/2023,4,13871.48
02/05/2023,5,13795.02
02/05/2023,6,13917.06
02/05/2023,7,14298.78
02/05/2023,8,14547.94
02/05/2023,9,14403.72
02/05/2023,10,13948.57
02/05/2023,11,13604.93
