Date,Hour Ending,Total Load
08/14/2023,12,16704.82796439256
08/14/2023,13,17569.78629139073
08/14/2023,14,18335.140057224253
08/14/2023,15,19123.71741743321
08/14/2023,16,20036.232284222428
08/14/2023,17,20818.40309072391
08/14/2023,18,21707.20378364353
08/14/2023,19,22008.158112208268
08/14/2023,20,21817.70489647865
08/14/2023,21,21554.39772582325
08/14/2023,22,20395.99637399863
08/14/2023,23,18806.877146814342
08/14/2023,24,17249.93826707011
08/15/2023,1,16080.51920218315
08/15/2023,2,15942.347517468603
08/15/2023,3,15889.595554418818
08/15/2023,4,15836.175726124688
08/15/2023,5,15923.069967081527
08/15/2023,6,16042.186852470888
08/15/2023,7,16649.65638402832
08/15/2023,8,17746.240589914363
08/15/2023,9,18215.461683843343
08/15/2023,10,18167.978933899296
08/15/2023,11,18680.199470436175
08/15/2023,12,18558.755748000684
08/15/2023,13,18195.769708479107
08/15/2023,14,18052.16464775063
08/15/2023,15,18138.35116861384
08/15/2023,16,18459.050902388677
08/15/2023,17,18746.59351057776
08/15/2023,18,18907.97484804636
08/15/2023,19,18958.83237232245
08/15/2023,20,18785.360358634392
08/15/2023,21,18511.791263094314
08/15/2023,22,17684.358045712495
08/15/2023,23,16442.31704221055
08/15/2023,24,15212.228342264216
08/16/2023,1,14689.91881183832
08/16/2023,2,14731.339654233845
08/16/2023,3,14646.255364960038
08/16/2023,4,14481.137353934691
08/16/2023,5,14663.343408278148
08/16/2023,6,14827.846931608816
08/16/2023,7,15212.601539958898
08/16/2023,8,16324.188238568171
08/16/2023,9,17027.872707430924
08/16/2023,10,17417.43008637246
08/16/2023,11,17620.207466910255
08/16/2023,12,17689.27108841174
08/16/2023,13,17656.73483314912
08/16/2023,14,17663.830193618407
08/16/2023,15,17732.520252454902
08/16/2023,16,17899.942717087237
08/16/2023,17,18276.668695738757
08/16/2023,18,18849.029241388445
08/16/2023,19,19063.959009755654
08/16/2023,20,18974.727270404208
08/16/2023,21,18781.49971057776
