Date,Hour Ending,Total Load
04/29/2023,21,14887.042511423839
04/29/2023,22,14234.90645759603
04/29/2023,23,13352.530490006622
04/29/2023,24,12430.384058205298
04/30/2023,1,11751.311213006624
04/30/2023,2,11658.003329602649
04/30/2023,3,11410.014105
04/30/2023,4,11280.286117966889
04/30/2023,5,11320.391402980133
04/30/2023,6,11581.626385788079
04/30/2023,7,12008.629795529803
04/30/2023,8,12279.578828304635
04/30/2023,9,13368.554439317879
04/30/2023,10,13955.752830238414
04/30/2023,11,13844.828930225165
04/30/2023,12,14182.984465629139
04/30/2023,13,14478.06290755629
04/30/2023,14,14446.39764186755
04/30/2023,15,14405.375630086091
04/30/2023,16,14795.252136417219
04/30/2023,17,15436.243179834437
04/30/2023,18,16006.27272592053
04/30/2023,19,16125.660161086093
04/30/2023,20,16036.575738158941
04/30/2023,21,15572.739427092714
04/30/2023,22,14616.8241352649
04/30/2023,23,13527.40071204636
04/30/2023,24,12787.236569503311
05/01/2023,1,12506.007700172186
05/01/2023,2,12051.289999092716
05/01/2023,3,11830.015681390729
05/01/2023,4,11676.29497629139
05/01/2023,5,11701.056310350994
05/01/2023,6,12348.09574331126
05/01/2023,7,13868.066875470198
05/01/2023,8,14789.00614549669
05/01/2023,9,14765.876858980133
05/01/2023,10,13905.77413223841
05/01/2023,11,13010.559165178809
05/01/2023,12,12377.633491072846
05/01/2023,13,12015.102115827816
05/01/2023,14,12378.427798132452
05/01/2023,15,12698.454397768213
05/01/2023,16,12542.085108278145
05/01/2023,17,13252.111983377486
05/01/2023,18,14384.788460463576
05/01/2023,19,15287.656184801324
05/01/2023,20,15769.432470298014
05/01/2023,21,15815.010686304637
05/01/2023,22,14910.02040657616
05/01/2023,23,13664.11415562914
05/01/2023,24,12519.33085102649
05/02/2023,1,12517.140735298013
05/02/2023,2,12167.520639158944
05/02/2023,3,12215.548552589404
05/02/2023,4,12280.183439304636
05/02/2023,5,12385.24239617881
05/02/2023,6,13169.691130112584
05/02/2023,7,14029.861605357615
05/02/2023,8,14700.776618662254
05/02/2023,9,14233.459829900663
05/02/2023,10,14173.47616476159
05/02/2023,11,13941.291644463576
05/02/2023,12,14184.779344807948
05/02/2023,13,14192.527777947022
05/02/2023,14,13973.347648112584
05/02/2023,15,13279.015348867551
05/02/2023,16,13381.823799576161
05/02/2023,17,14138.934450218541
05/02/2023,18,15146.434558430465
05/02/2023,19,15749.168940993379
05/02/2023,20,16160.620064066225
05/02/2023,21,16134.354248423844
05/02/2023,22,15212.679218364237
05/02/2023,23,13946.732206807947
05/02/2023,24,12895.938306953645
05/03/2023,1,12805.643138205298
05/03/2023,2,12409.379075642384
05/03/2023,3,12205.145617509934
05/03/2023,4,12185.871598192054
05/03/2023,5,12503.38932476821
05/03/2023,6,12753.917191668876
05/03/2023,7,14138.429498543046
05/03/2023,8,14584.195131317882
05/03/2023,9,13973.700583430465
05/03/2023,10,13439.620831788081
05/03/2023,11,13715.560938456952
05/03/2023,12,13687.908388509935
05/03/2023,13,13800.542776211923
05/03/2023,14,13866.321057854306
05/03/2023,15,13726.404110860929
05/03/2023,16,13727.408899251657
05/03/2023,17,14270.279726662253
05/03/2023,18,15281.089533894039
05/03/2023,19,15970.510059417222
05/03/2023,20,16311.127476556292
05/03/2023,21,16149.442434675497
05/03/2023,22,15222.871036410597
05/03/2023,23,13933.91332492053
05/03/2023,24,12794.863869774834
05/04/2023,1,12454.408408112582
05/04/2023,2,12403.343097794701
05/04/2023,3,12188.442007788079
05/04/2023,4,12162.259413059604
05/04/2023,5,12460.249111827814
05/04/2023,6,12730.107683443708
05/04/2023,7,14331.013295682122
05/04/2023,8,15337.052838874173
05/04/2023,9,15373.779608562914
05/04/2023,10,15071.944081748346
05/04/2023,11,14789.057674768212
05/04/2023,12,14602.886710211918
05/04/2023,13,14272.975911794705
05/04/2023,14,14497.516232105962
05/04/2023,15,14604.49981060927
05/04/2023,16,14702.411174105962
05/04/2023,17,14931.853210807949
05/04/2023,18,15372.355479377482
05/04/2023,19,15826.831035715233
05/04/2023,20,16230.658366350994
05/04/2023,21,16245.254024999998
05/04/2023,22,15414.93040639073
05/04/2023,23,14136.532433225168
05/04/2023,24,12968.209322284769
05/05/2023,1,12721.562325894041
05/05/2023,2,12711.226277483445
05/05/2023,3,12827.00364478808
05/05/2023,4,12901.062507774835
05/05/2023,5,13146.560974668875
05/05/2023,6,13329.82518139073
05/05/2023,7,14069.30590549669
05/05/2023,8,14688.463798807948
05/05/2023,9,14480.54649786755
05/05/2023,10,14048.048928218544
05/05/2023,11,13744.350611006623
05/05/2023,12,13565.13222576159
05/05/2023,13,13365.73272091391
05/05/2023,14,12860.416110476823
05/05/2023,15,12255.99827042384
05/05/2023,16,12169.369710715231
05/05/2023,17,12703.433769238414
05/05/2023,18,13452.13787733775
05/05/2023,19,14448.853724264898
05/05/2023,20,15010.235658933776
05/05/2023,21,15264.486692463575
05/05/2023,22,14639.63035013245
05/05/2023,23,13626.444216695365
05/05/2023,24,12621.112458198675
05/06/2023,1,11882.118963715233
05/06/2023,2,11650.589167509936
05/06/2023,3,11407.947200165563
05/06/2023,4,11336.669892596026
05/06/2023,5,11483.750782092717
05/06/2023,6,11515.567309807948
05/06/2023,7,11841.700804013244
05/06/2023,8,11522.177399006623
05/06/2023,9,10668.448763463575
05/06/2023,10,9799.194475788077
05/06/2023,11,9581.911397086093
05/06/2023,12,9793.460215370862
05/06/2023,13,10143.105068145695
05/06/2023,14,10176.210295907285
05/06/2023,15,10353.402764701988
05/06/2023,16,10723.838475417217
05/06/2023,17,11671.715363324505
05/06/2023,18,12477.986178973511
05/06/2023,19,13780.974761761589
05/06/2023,20,14335.562150324506
05/06/2023,21,14556.225087238412
05/06/2023,22,13931.024684384105
05/06/2023,23,13000.7564302649
05/06/2023,24,12048.369243019868
05/07/2023,1,11333.079711596027
05/07/2023,2,11113.099300966887
05/07/2023,3,10804.846344794702
